path_num|points|times
65|-4,2,1;1,4,1;-2,-5,1;0,2,1;-1,2,1;0,2,1;,2,-2,1|50,101,96,88,97,59,109
66|2,-2,1;,4,-1,1;5,1,1;-5,1,1;-4,-2,1;-1,0,1;1,0,1|53,97,119,100,93,105,96
67|1,0,1;-3,-1,1;0,0,1;-1,1,1;,0,-2,1;-2,1,1;1,3,1|53,102,114,118,78,75,104
68|1,3,1;,1,-3,1;-1,1,1;,1,-2,1;-3,0,1;-2,-2,1;,0,-1,1|118,79,82,112,117,51,99
69|0,-1,1;1,0,1;,2,-1,1;3,0,1;-3,2,1;,0,-2,1;1,0,1;-1,2,1|81,96,92,51,58,96,69,102
70|-1,2,1;,0,-3,1;-1,-2,1;1,1,1;-3,1,1;,0,-1,1;0,0,1;-1,0,1;1,0,1|73,53,79,88,82,57,88,77,75
71|1,0,1;-3,-1,1;,0,-1,1;0,0,1;2,2,1;3,2,1;-4,4,1;2,5,1|63,116,58,116,58,75,77,94
72|2,5,1;2,5,1;4,5,1;5,5,1;,5,-5,1;-5,-2,1;-2,0,1|67,67,105,77,63,119,117
73|-2,0,1;1,0,1;3,2,1;,3,-2,1;-5,0,1;-2,0,1;1,2,1;-3,-4,1|86,82,96,115,119,58,69,63
74|-3,-4,1;0,2,1;,0,-2,1;-1,0,1;0,0,1;,0,-2,1;-2,0,1;1,0,1|52,65,99,66,53,103,93,114
75|1,0,1;-1,0,1;0,2,1;,2,-2,1;-2,0,1;0,2,1;2,2,1;,4,-3,1|102,63,94,85,65,92,59,78
76|4,-3,1;-5,0,1;4,0,1;-4,0,1;2,0,1;-3,1,1;1,3,1;-3,-5,1|71,112,109,75,83,57,105,58
77|-3,-5,1;0,3,1;,0,-3,1;-2,0,1;0,0,1;-2,-1,1;-1,0,1;0,1,1|59,64,96,111,102,59,99,82
78|0,1,1;1,1,1;-1,-3,1;0,0,1;-2,2,1;-1,-4,1;,0,-3,1;1,0,1|61,86,100,108,94,63,51,91
79|1,0,1;1,1,1;,2,-2,1;-2,1,1;,1,-3,1;-1,0,1;-1,-2,1|95,73,51,118,107,100,84
80|-1,-2,1;1,1,1;,2,-3,1;-2,2,1;1,2,1;-1,-4,1;0,1,1|68,69,108,74,109,108,81
81|0,1,1;1,2,1;3,2,1;,3,-2,1;-3,0,1;1,0,1;1,2,1;-2,2,1|95,87,60,82,56,117,94,69
82|-2,2,1;0,2,1;0,3,1;2,4,1;,3,-5,1;-3,-2,1;-1,0,1;,0,-2,1|58,85,59,114,66,91,104,99
83|0,-2,1;-1,-1,1;0,0,1;2,2,1;,2,-3,1;-3,0,1;2,0,1;,3,-1,1|74,85,83,90,107,66,75,90
84|3,-1,1;-4,-1,1;2,0,1;4,0,1;-5,-1,1;-3,-1,1;-2,0,1;0,0,1|96,86,69,54,76,85,73,103
85|0,0,1;-1,0,1;,1,-1,1;3,0,1;3,1,1;4,1,1;-4,2,1|88,57,73,116,98,113,67
86|-4,2,1;-3,2,1;-1,2,1;-1,3,1;0,4,1;,1,-5,1;,1,-3,1|111,87,111,112,113,69,56
87|1,-3,1;,3,-1,1;3,0,1;-5,1,1;4,3,1;-4,-5,1;-2,2,1|78,54,80,98,118,77,108
88|-2,2,1;-1,2,1;0,4,1;,1,-4,1;-1,-2,1;0,0,1;2,1,1;-2,-2,1|54,74,69,107,110,77,61,97
89|-2,-2,1;0,1,1;-2,3,1;,0,-5,1;-1,-2,1;-1,0,1;1,2,1|69,105,68,80,89,62,112
90|1,2,1;,1,-2,1;3,0,1;4,0,1;4,1,1;-4,-1,1;3,0,1|58,107,115,92,108,93,59
91|3,0,1;5,0,1;,5,-1,1;-5,0,1;,2,-1,1;-4,0,1;-3,0,1;,1,-1,1|82,110,99,76,58,100,54,53
92|1,-1,1;2,0,1;,2,-1,1;4,1,1;-4,-3,1;,1,-1,1;2,0,1;4,0,1|92,82,67,53,97,86,113,73
93|4,0,1;,5,-1,1;-5,0,1;2,1,1;-2,3,1;,0,-4,1;0,1,1;1,3,1;,2,-4,1|91,56,82,59,71,53,88,88,93
94|2,-4,1;-4,-1,1;,3,-1,1;3,0,1;-5,-1,1;-4,0,1;1,0,1;-2,-2,1|92,55,108,89,62,111,66,97
95|-2,-2,1;1,1,1;-2,3,1;,0,-4,1;1,1,1;-3,-3,1;0,2,1;0,2,1|81,75,116,94,114,51,54,111
96|0,2,1;-1,-3,1;0,0,1;,0,-1,1;-2,0,1;0,2,1;1,3,1;,3,-4,1;-3,2,1|58,86,57,74,98,84,62,60,70
97|-3,2,1;,0,-2,1;0,1,1;,0,-2,1;0,0,1;2,1,1;3,1,1;,4,-2,1|114,73,71,109,83,68,88,58
98|4,-2,1;-5,0,1;-3,1,1;,2,-2,1;-4,1,1;-2,1,1;,0,-3,1;-1,2,1|67,110,101,53,70,104,86,102
99|-1,2,1;1,4,1;2,4,1;,4,-4,1;5,2,1;5,4,1|103,115,118,105,110,53
100|5,4,1;,5,-5,1;5,4,1;-5,5,1;3,5,1;,4,-5,1;-5,-2,1;4,1,1|93,76,74,67,66,69,92,91
101|4,1,1;,5,-3,1;-5,-1,1;-2,-1,1;1,0,1;-2,1,1;0,3,1|117,70,94,117,100,110,78
102|0,3,1;,1,-3,1;-2,1,1;,1,-1,1;2,0,1;-3,-1,1;-2,0,1|91,119,94,70,97,110,75
103|-2,0,1;0,0,1;0,0,1;-1,1,1;-1,1,1;0,2,1;,2,-4,1;-2,-1,1|50,53,58,113,97,73,74,98
104|-2,-1,1;0,1,1;,0,-3,1;-2,1,1;-1,-2,1;0,0,1;0,0,1;-1,0,1|70,76,53,77,102,108,103,83
105|-1,0,1;,0,-2,1;2,0,1;-3,-1,1;-1,0,1;0,1,1;,0,-2,1;-1,0,1|115,115,74,76,97,68,55,78
106|-1,0,1;0,0,1;,1,-1,1;-3,1,1;,2,-2,1;,4,-1,1;-4,0,1;-2,-1,1|117,68,64,83,106,95,72,63
107|-2,-1,1;0,0,1;,0,-1,1;0,0,1;1,1,1;2,1,1;-2,-2,1;,0,-1,1|86,68,102,87,64,103,92,71
108|0,-1,1;1,0,1;,2,-2,1;3,0,1;-5,0,1;-4,0,1;,3,-2,1;-4,1,1;-2,3,1|66,100,53,62,89,73,54,55,83
109|-2,3,1;0,5,1;,2,-5,1;-4,4,1;1,5,1;-2,5,1;0,5,1;-1,-5,1|62,82,119,63,112,92,90,60
110|-1,-5,1;0,3,1;,2,-5,1;,4,-2,1;4,0,1;4,1,1;,4,-1,1;-5,0,1|79,83,112,76,73,91,62,83
111|-5,0,1;-4,-2,1;3,1,1;,5,-1,1;5,0,1;-5,0,1;-2,2,1;,1,-3,1;2,1,1|108,68,93,79,59,86,56,55,58
112|2,1,1;4,2,1;-4,2,1;2,4,1;-2,-5,1;-1,2,1;1,2,1;-2,-4,1|89,93,112,95,86,60,69,65
113|-2,-4,1;,0,-2,1;-2,0,1;0,0,1;,0,-2,1;0,0,1;1,0,1;-2,-2,1|84,94,66,86,99,111,96,59
114|-2,-2,1;1,0,1;,3,-2,1;-4,1,1;2,3,1;-3,-5,1;0,2,1|78,97,78,76,97,72,116
115|0,2,1;,0,-4,1;-1,-2,1;1,0,1;,3,-1,1;3,1,1;3,3,1;,4,-4,1|76,76,66,86,65,91,88,105
116|4,-4,1;-5,-1,1;,2,-1,1;-4,0,1;-3,0,1;1,0,1;-2,0,1|90,65,100,113,94,79,52
117|-2,0,1;0,0,1;2,1,1;3,1,1;-3,3,1;1,3,1;,1,-4,1|96,106,98,109,55,84,106
118|1,-4,1;-3,1,1;2,3,1;-3,-3,1;,0,-2,1;1,0,1;-3,0,1;-1,0,1;0,1,1|53,50,65,101,96,98,55,92,86
119|0,1,1;,0,-1,1;-2,0,1;0,0,1;0,1,1;-1,3,1;-1,-3,1;0,1,1|76,59,52,116,119,85,110,72
120|0,1,1;,2,-1,1;4,0,1;,5,-2,1;5,0,1;-5,1,1;-4,-3,1|112,74,117,57,109,80,110
121|-4,-3,1;,1,-2,1;,3,-1,1;-3,1,1;0,2,1;2,3,1;-4,-5,1;3,4,1;-4,5,1|62,97,65,87,59,59,115,66,81
122|-4,5,1;,2,-5,1;,3,-4,1;5,1,1;,5,-2,1;5,0,1;5,1,1;5,3,1;-5,5,1|115,67,59,92,80,57,51,58,70
123|-5,5,1;3,5,1;,5,-5,1;-5,-3,1;-2,1,1;0,2,1;-2,2,1;,0,-4,1|52,117,57,118,105,66,78,99
124|0,-4,1;-1,2,1;0,3,1;0,5,1;,2,-5,1;-3,-4,1;-2,2,1;0,3,1;,2,-3,1|59,71,88,112,81,57,65,91,72
125|2,-3,1;2,2,1;3,3,1;4,5,1;-5,5,1;-4,5,1;,2,-5,1;-4,-2,1|85,98,65,59,101,84,63,86
126|-4,-2,1;2,0,1;,2,-2,1;-3,1,1;-1,-1,1;0,1,1;2,1,1;-2,-1,1|50,119,106,106,74,52,71,114
127|-2,-1,1;0,0,1;1,0,1;-2,1,1;0,1,1;1,2,1;,3,-4,1;-3,-1,1|70,67,74,117,113,60,107,71
128|-3,-1,1;0,0,1;-2,-2,1;-1,0,1;,0,-1,1;-1,0,1;,1,-1,1;-3,0,1;0,1,1|50,69,74,62,119,71,69,95,54
129|0,1,1;,2,-3,1;3,0,1;-5,0,1;,2,-1,1;,3,-1,1|81,111,106,116,102,119
130|3,-1,1;5,1,1;-5,2,1;-3,-4,1;0,3,1;,2,-3,1;2,0,1;-3,-1,1|65,83,103,70,84,81,58,116
131|-3,-1,1;,0,-1,1;-1,0,1;-1,-2,1;1,0,1;-3,0,1;0,0,1;2,2,1|61,63,106,78,50,109,76,83
132|2,2,1;-4,4,1;2,5,1;4,5,1;,4,-5,1;-4,-3,1;,3,-1,1;-4,0,1|72,97,63,109,96,86,75,96
133|-4,0,1;-2,2,1;1,4,1;-1,-4,1;0,1,1;0,1,1;-2,3,1|63,102,66,116,71,112,75
134|-2,3,1;-1,3,1;,0,-5,1;1,4,1;,1,-4,1;2,2,1;-3,-4,1;,0,-2,1|99,87,65,59,77,52,65,103
135|0,-2,1;-2,-1,1;,1,-1,1;-3,-1,1;1,0,1;-2,0,1;,0,-1,1;-1,0,1|80,95,115,74,59,72,73,111
136|-1,0,1;0,1,1;1,1,1;,1,-3,1;2,1,1;,2,-3,1;4,0,1;-5,1,1|102,98,73,54,91,52,97,99
137|-5,1,1;-4,3,1;,1,-3,1;-1,1,1;,0,-3,1;0,0,1;1,2,1;,2,-3,1|60,119,82,63,100,58,89,115
138|2,-3,1;-2,-2,1;,0,-1,1;0,0,1;,1,-2,1;2,0,1;,4,-1,1|119,113,111,88,79,88,101
139|4,-1,1;4,0,1;-4,2,1;3,2,1;4,2,1;-4,4,1;-3,-5,1|87,77,99,116,93,53,70
140|-3,-5,1;-1,3,1;0,4,1;-1,5,1;0,5,1;1,5,1;-1,-5,1;,0,-4,1|77,67,119,103,76,94,58,79
141|0,-4,1;1,3,1;-2,3,1;-1,5,1;-1,5,1;0,5,1;0,5,1|97,65,82,116,63,97,112
142|0,5,1;0,5,1;-2,-5,1;-1,3,1;,0,-5,1;0,2,1;-1,4,1;,0,-5,1;,1,-4,1|84,57,53,79,109,75,76,68,68
143|1,-4,1;-2,-3,1;0,0,1;1,0,1;3,2,1;,3,-2,1|85,111,86,98,105,113
144|3,-2,1;-3,1,1;2,3,1;-4,-4,1;1,3,1;,1,-3,1;-2,0,1;,1,-2,1;-1,0,1;,0,-1,1|71,72,56,67,52,63,79,110,52,74
145|0,-1,1;-1,0,1;0,0,1;0,0,1;1,2,1;-3,3,1;,0,-3,1|110,97,72,118,77,91,90
146|0,-3,1;,0,-2,1;0,1,1;,0,-1,1;-1,-1,1;-1,-1,1;,1,-1,1|52,55,98,108,107,116,65
147|1,-1,1;1,0,1;-1,1,1;0,1,1;-2,2,1;,1,-2,1;2,0,1;4,0,1;5,0,1|82,51,55,108,86,72,100,74,56
148|5,0,1;-5,0,1;-3,-2,1;1,0,1;2,2,1;-3,3,1;,2,-3,1;-3,2,1|52,80,61,109,102,69,62,114
149|-3,2,1;,1,-4,1;,1,-3,1;-1,2,1;0,4,1;-2,5,1;-1,5,1;0,5,1|52,86,94,56,85,82,100,104
150|0,5,1;2,5,1;,3,-5,1;-5,2,1;4,3,1;5,4,1;-5,4,1|105,109,88,103,86,90,82
151|-5,4,1;-2,-4,1;,0,-3,1;1,0,1;-1,0,1;-1,-2,1;0,0,1;,0,-2,1|51,90,92,73,78,91,103,88
152|0,-2,1;-2,-1,1;-1,1,1;0,2,1;,0,-3,1;-1,0,1;0,0,1;,1,-2,1;2,1,1|88,91,64,83,100,50,75,71,57
153|2,1,1;2,3,1;4,4,1;-5,-5,1;,2,-4,1;2,1,1;-3,-2,1;-2,0,1;0,0,1|84,50,107,74,57,53,61,86,108
154|0,0,1;1,0,1;,2,-2,1;3,0,1;-5,2,1;3,2,1;-3,2,1;,1,-3,1|74,118,97,87,87,84,50,56
155|1,-3,1;,2,-1,1;-3,1,1;-2,-2,1;0,0,1;0,0,1;-1,-2,1|119,53,68,101,93,92,117
156|-1,-2,1;-1,1,1;,0,-3,1;,0,-1,1;-2,1,1;,0,-2,1;,1,-1,1;2,1,1|67,68,74,63,115,63,108,114
157|2,1,1;,2,-3,1;-4,1,1;,3,-1,1;-5,0,1;2,1,1;,2,-3,1;-4,1,1;,3,-1,1|95,86,95,74,58,97,87,52,53
158|3,-1,1;,3,-1,1;,3,-1,1;5,1,1;-5,-1,1;2,0,1;,2,-2,1;-2,0,1;0,2,1|95,52,59,72,100,80,50,54,61
159|0,2,1;-2,3,1;0,5,1;-1,5,1;1,5,1;-3,-5,1;,2,-3,1|62,95,96,99,92,113,111
160|2,-3,1;2,1,1;3,3,1;3,5,1;-4,5,1;,1,-5,1;-3,-2,1;,2,-1,1|63,87,105,92,100,61,56,117
161|2,-1,1;,3,-1,1;5,0,1;-5,-1,1;-2,-1,1;0,0,1;0,0,1;-2,1,1;-1,-1,1|65,72,69,81,99,69,89,80,56
162|-1,-1,1;,0,-1,1;0,0,1;,0,-1,1;-1,1,1;0,2,1;0,3,1|99,102,115,69,57,104,79
163|0,3,1;0,4,1;-1,-5,1;,0,-2,1;,0,-1,1;0,1,1;-2,-2,1;,0,-1,1|98,56,71,77,53,116,70,98
164|0,-1,1;2,0,1;-3,2,1;-2,4,1;-1,-5,1;0,4,1;,1,-5,1;-3,3,1|101,60,101,53,107,103,63,86
165|-3,3,1;,2,-3,1;-3,-1,1;2,0,1;3,0,1;4,0,1;5,0,1|106,56,85,50,116,115,110
166|5,0,1;5,1,1;-5,-1,1;-4,0,1;2,1,1;2,1,1;,4,-3,1;4,2,1|118,83,59,71,94,78,95,80
167|4,2,1;,4,-2,1;4,0,1;-4,-2,1;-3,0,1;2,0,1;,3,-2,1;,3,-1,1|116,51,105,66,94,53,105,59
168|3,-1,1;3,1,1;,3,-2,1;-3,0,1;,0,-1,1;0,0,1;0,0,1|115,119,72,74,116,64,70
169|0,0,1;-1,0,1;-1,-2,1;0,0,1;-2,1,1;-1,1,1;,0,-3,1|59,117,68,54,96,103,92
170|0,-3,1;-1,0,1;0,1,1;-1,-2,1;0,0,1;-2,2,1;,0,-2,1;0,0,1;,0,-1,1|92,52,82,83,54,92,62,58,95
171|0,-1,1;,2,-1,1;4,0,1;,5,-2,1;-5,0,1;-4,0,1;-3,1,1;,0,-3,1;-2,0,1|85,77,80,75,88,71,69,76,72
172|-2,0,1;-1,1,1;0,3,1;-2,3,1;0,5,1;,0,-5,1;2,3,1|89,76,60,115,103,102,98
173|2,3,1;,2,-3,1;,2,-2,1;-4,0,1;-1,0,1;0,1,1;-1,-3,1;1,2,1|91,79,89,64,112,68,99,89
174|1,2,1;1,2,1;,2,-2,1;,4,-1,1;-4,0,1;-3,2,1;2,4,1|114,105,119,60,81,84,70
175|2,4,1;-3,-5,1;,0,-3,1;0,2,1;,2,-3,1;2,1,1;-4,-1,1;-3,1,1|96,52,101,118,87,70,76,73
176|-3,1,1;,2,-3,1;4,1,1;-5,3,1;4,3,1;-5,-3,1;,3,-2,1|89,88,89,91,119,96,58
177|3,-2,1;,5,-1,1;5,0,1;-5,-2,1;,4,-1,1;-5,0,1;,4,-2,1|52,104,100,70,106,118,119
178|4,-2,1;-5,0,1;3,0,1;5,0,1;,5,-1,1;5,0,1;-5,0,1;3,1,1;-4,1,1|83,54,50,67,56,57,64,86,109
179|-4,1,1;-3,-2,1;1,0,1;-3,0,1;-1,0,1;0,1,1;0,2,1;,0,-4,1|58,56,87,53,117,71,102,110
180|0,-4,1;,0,-2,1;0,0,1;0,0,1;0,1,1;-2,-2,1;1,0,1;2,0,1|90,89,92,56,58,59,73,118
181|2,0,1;-3,1,1;2,3,1;,2,-3,1;-2,-2,1;1,0,1;-3,0,1;-1,0,1|102,96,85,74,62,53,71,81
182|-1,0,1;,1,-1,1;-2,-1,1;-1,0,1;-1,2,1;0,3,1;0,4,1;-2,5,1;,0,-5,1|65,51,74,118,82,99,77,55,66
183|0,-5,1;1,2,1;-2,-3,1;,1,-1,1;-3,0,1;0,0,1;2,2,1;4,4,1|108,50,65,56,81,104,84,118
184|4,4,1;5,4,1;-5,-5,1;-3,3,1;,0,-3,1;0,0,1;,1,-1,1;-2,1,1|111,71,118,72,56,55,119,82
185|-2,1,1;1,1,1;3,1,1;3,1,1;-4,1,1;-2,1,1;,0,-1,1|88,70,69,82,117,87,90
186|0,-1,1;-2,0,1;-1,1,1;,0,-1,1;1,0,1;-3,-2,1;0,0,1;2,0,1|86,79,109,70,52,56,116,99
187|2,0,1;2,2,1;-2,4,1;,0,-5,1;-1,-2,1;0,0,1;0,2,1;0,4,1;-2,-5,1|118,57,60,105,115,50,54,72,65
188|-2,-5,1;1,2,1;-2,3,1;,0,-3,1;1,2,1;1,2,1;,3,-3,1|90,81,82,51,103,76,106
189|3,-3,1;5,0,1;5,2,1;-5,-3,1;-2,2,1;,0,-2,1;0,1,1|95,84,83,87,108,62,111
190|0,1,1;-2,-3,1;0,0,1;-1,-2,1;0,0,1;-1,0,1;,0,-2,1;-2,0,1;0,0,1|58,64,62,50,117,98,76,69,71
191|0,0,1;,2,-2,1;-2,0,1;0,0,1;0,1,1;0,1,1;2,2,1;,3,-3,1;-5,0,1|84,57,74,116,61,55,88,62,83
192|-5,0,1;-4,2,1;-2,4,1;,0,-4,1;2,1,1;-3,-3,1;,1,-1,1;-3,0,1|66,91,104,99,103,88,57,74
193|-3,0,1;2,1,1;4,3,1;,5,-3,1;-5,1,1;-3,-2,1;-2,0,1;,1,-2,1|55,76,99,85,107,54,106,57
