path_num|points|times
413|2,-1,1;1,4,1;-4,-2,1;0,4,1;3,0,1;1,-1,1|84,139,103,123,118,60
414|1,-1,1;-4,2,1;4,-2,1;-3,0,1;-1,-4,1;-3,-3,1|91,66,135,85,122,149
415|-3,-3,1;4,0,1;-4,-2,1;1,0,1;2,2,1;-3,-4,1;2,0,1|104,83,130,65,68,144,96
416|2,0,1;1,-3,1;-2,-4,1;-4,-1,1;0,-2,1;-3,-4,1;4,2,1|65,66,84,144,145,87,73
417|4,2,1;-2,-4,1;4,-1,1;0,2,1;-3,-3,1;-2,4,1|139,95,99,149,72,127
418|-2,4,1;4,-2,1;-1,-1,1;0,2,1;-4,-1,1;-1,1,1|118,81,124,100,106,96
419|-1,1,1;1,0,1;0,2,1;3,-1,1;-4,3,1;4,2,1|126,133,79,66,147,129
420|4,2,1;-3,0,1;2,-2,1;-1,4,1;2,0,1;-1,3,1;1,-3,1|128,128,63,72,89,91,125
421|1,-3,1;4,2,1;3,0,1;-1,-4,1;1,-1,1|140,148,94,134,132
422|1,-1,1;2,1,1;0,-4,1;4,3,1;-2,-4,1;3,3,1;0,4,1|134,70,81,65,99,110,94
423|0,4,1;3,3,1;1,2,1;0,-2,1;-1,-1,1;-2,2,1;4,-2,1|104,103,105,69,111,106,87
424|4,-2,1;-4,1,1;3,-3,1;0,2,1;2,4,1;3,-4,1;4,4,1|111,140,90,93,67,79,86
425|4,4,1;-1,-3,1;1,-1,1;-2,3,1;0,-3,1;-3,-1,1;-4,1,1|138,60,118,91,72,83,109
426|-4,1,1;-2,-3,1;1,-2,1;-3,0,1;1,-1,1;-3,-4,1;1,4,1|129,81,132,60,84,104,98
427|1,4,1;0,-3,1;3,3,1;-1,-1,1;-4,-2,1;-1,2,1|138,119,60,94,77,127
428|-1,2,1;0,3,1;2,-3,1;-4,-2,1;3,3,1;-2,-1,1|88,142,132,95,106,127
429|-2,-1,1;-1,1,1;4,4,1;-4,-3,1;3,-4,1;4,-3,1;-4,-2,1|80,98,80,69,95,136,90
430|-4,-2,1;-3,-1,1;4,2,1;2,3,1;1,-1,1;4,4,1;-2,-3,1|114,137,83,133,83,78,64
431|-2,-3,1;2,-2,1;-4,4,1;1,0,1;-1,1,1;2,3,1|72,68,87,147,140,104
432|2,3,1;-1,-3,1;2,-1,1;-2,2,1;-3,-4,1;-2,1,1;4,3,1;1,-4,1|93,74,74,72,112,91,78,76
433|1,-4,1;0,2,1;4,1,1;-2,-1,1;-3,-4,1;3,-1,1;-3,4,1|96,77,98,83,119,142,77
434|-3,4,1;-1,-4,1;3,4,1;4,-1,1;-1,0,1;-3,1,1|98,81,93,119,113,123
435|-3,1,1;3,-2,1;1,3,1;-1,-2,1;-4,4,1;2,2,1;-2,-3,1|103,91,73,92,101,132,62
436|-2,-3,1;-4,1,1;3,-1,1;-1,-2,1;-2,3,1|119,139,131,147,137
437|-2,3,1;4,-2,1;3,-3,1;-3,2,1;4,3,1|145,90,95,138,112
438|4,3,1;1,-3,1;-3,2,1;4,0,1;-2,-1,1;-3,-3,1|94,133,139,87,133,67
439|-3,-3,1;4,4,1;2,3,1;0,-2,1;-4,0,1;1,-4,1|91,81,136,65,120,115
440|1,-4,1;-2,0,1;-3,-1,1;-1,-2,1;4,0,1;2,1,1|135,143,105,84,121,92
441|2,1,1;-1,-3,1;1,-1,1;2,0,1;0,4,1;-3,2,1|144,83,83,131,105,133
442|-3,2,1;-1,0,1;3,-3,1;0,2,1;4,-3,1;-2,2,1;-3,0,1|64,135,133,82,60,102,71
443|-3,0,1;2,3,1;-1,2,1;0,-3,1;4,4,1;-1,0,1|82,109,100,96,104,146
444|-1,0,1;0,-4,1;-4,-1,1;-2,-2,1;2,3,1;-3,1,1;0,-1,1|63,61,142,94,114,126,66
445|0,-1,1;-3,3,1;4,2,1;0,3,1;-1,-1,1|124,117,140,137,142
446|-1,-1,1;0,4,1;3,2,1;-3,-4,1;4,-1,1;3,-2,1|123,133,123,86,142,70
447|3,-2,1;0,-3,1;-2,0,1;4,-4,1;2,1,1|148,139,92,107,124
448|2,1,1;4,-2,1;1,-3,1;-4,0,1;0,-3,1;-3,-2,1;1,2,1|77,65,145,85,72,70,85
449|1,2,1;4,4,1;-4,-2,1;-1,0,1;4,3,1;-2,-3,1|89,148,112,72,99,77
450|-2,-3,1;-4,2,1;1,0,1;-2,-2,1;-4,-4,1;2,-3,1|114,134,118,110,77,103
451|2,-3,1;3,2,1;0,0,1;1,-2,1;-2,0,1;0,-4,1|84,78,147,96,141,82
452|0,-4,1;-4,1,1;1,-1,1;4,4,1;1,1,1;2,-4,1|120,80,106,119,131,125
453|2,-4,1;-1,-2,1;2,4,1;3,1,1;2,0,1|110,127,106,137,117
454|2,0,1;4,-1,1;-1,0,1;1,-3,1;-4,0,1;2,4,1;-1,2,1|143,128,67,75,89,134,61
455|-1,2,1;-3,-2,1;-4,-4,1;-2,1,1;-4,-1,1;1,4,1;-3,-4,1|64,133,78,89,68,108,106
456|-3,-4,1;1,-3,1;3,-1,1;-4,-4,1;4,2,1;-3,0,1;2,2,1|73,116,81,94,64,95,124
457|2,2,1;-2,4,1;1,0,1;-3,-4,1;-4,-3,1;4,-2,1;3,4,1|88,67,82,146,123,83,69
458|3,4,1;-3,0,1;2,-2,1;1,-3,1;2,2,1;-4,-4,1|66,60,113,87,148,141
459|-4,-4,1;1,2,1;3,4,1;1,-2,1;0,0,1;-4,-2,1|107,118,136,100,110,123
460|-4,-2,1;-3,4,1;0,-3,1;2,1,1;-2,3,1|137,72,139,149,128
461|-2,3,1;-1,-3,1;-2,2,1;3,-3,1;1,2,1;2,-2,1|76,99,136,94,84,136
462|2,-2,1;0,1,1;-2,-3,1;2,-4,1;-3,3,1;3,4,1|63,140,98,141,136,119
463|3,4,1;-4,-2,1;4,3,1;-2,-1,1;-1,1,1;0,2,1;1,-4,1|102,74,111,126,116,66,63
464|1,-4,1;2,0,1;-4,-2,1;2,-1,1;1,4,1;4,-3,1;-3,-4,1|118,96,108,77,140,69,61
465|-3,-4,1;-2,4,1;1,-4,1;-1,4,1;-4,-1,1;-1,-4,1|135,109,72,101,113,128
466|-1,-4,1;1,0,1;-2,2,1;1,3,1;0,4,1;2,1,1;-1,3,1|80,142,64,70,90,93,109
467|-1,3,1;2,4,1;-4,-3,1;-1,2,1;-4,4,1;1,3,1|78,137,133,69,62,134
468|1,3,1;-3,2,1;-2,-3,1;-4,3,1;4,-3,1;1,1,1;-3,3,1|71,72,136,105,82,125,61
469|-3,3,1;1,-3,1;0,0,1;-3,-3,1;2,1,1;4,-3,1;-2,-4,1|95,85,130,96,115,62,85
470|-2,-4,1;-4,-1,1;-1,-3,1;1,0,1;-3,1,1;0,-1,1;2,4,1|83,103,60,75,90,66,114
471|2,4,1;4,-4,1;0,-1,1;3,0,1;-3,-4,1;2,1,1|106,86,68,87,136,85
472|2,1,1;-4,-2,1;0,0,1;1,2,1;-4,-1,1;-1,-3,1;0,3,1|120,72,123,65,118,85,110
473|0,3,1;1,-4,1;3,3,1;-4,0,1;3,4,1;4,-3,1|61,134,131,81,144,113
474|4,-3,1;-3,2,1;2,3,1;1,-3,1;-4,-2,1;-1,3,1|143,100,117,88,97,83
475|-1,3,1;3,2,1;-3,-4,1;1,3,1;-4,-3,1;2,-2,1|67,138,118,101,95,103
476|2,-2,1;0,0,1;1,1,1;-3,-2,1;3,2,1;-1,-4,1;0,-1,1|123,101,83,97,69,133,88
477|0,-1,1;4,-4,1;-2,0,1;-4,4,1;0,3,1;-1,-2,1|129,74,102,126,85,117
478|-1,-2,1;0,1,1;4,-3,1;1,3,1;-1,-1,1;2,0,1;-2,4,1|144,80,129,75,60,96,96
479|-2,4,1;-4,2,1;3,0,1;0,3,1;-1,0,1;2,4,1|81,75,140,81,106,129
480|2,4,1;0,0,1;2,2,1;3,-2,1;-4,1,1;3,2,1;1,1,1|83,99,85,128,120,75,80
481|1,1,1;4,-4,1;1,0,1;-2,-1,1;2,-2,1;-2,0,1|83,98,76,70,104,126
482|-2,0,1;4,2,1;-3,-4,1;-1,4,1;2,-2,1;-1,3,1;3,1,1|96,72,125,88,111,89,104
483|3,1,1;2,0,1;1,4,1;2,-3,1;-4,-1,1;-3,-2,1|61,144,143,81,117,145
484|-3,-2,1;2,1,1;4,3,1;-4,1,1;0,4,1;3,-4,1;-1,1,1|61,113,100,85,126,100,90
485|-1,1,1;-3,0,1;4,-4,1;-1,-3,1;1,-2,1;0,-1,1|115,123,82,119,142,91
486|0,-1,1;-3,2,1;2,-3,1;4,4,1;-4,3,1;-3,-3,1|109,123,90,91,143,73
487|-3,-3,1;0,0,1;4,4,1;1,3,1;0,-4,1;-3,3,1|109,145,73,101,120,81
488|-3,3,1;-2,-3,1;4,3,1;0,-2,1;4,-1,1;0,-4,1|129,74,77,61,126,134
489|0,-4,1;3,-3,1;-4,0,1;1,-3,1;2,2,1;1,4,1|62,146,122,135,105,93
490|1,4,1;-2,-2,1;4,4,1;-3,3,1;-2,1,1;-1,-1,1|136,115,147,123,76,74
491|-1,-1,1;-3,4,1;-2,1,1;2,-4,1;1,0,1|92,111,143,126,142
492|1,0,1;4,4,1;-3,3,1;4,-4,1;0,3,1;3,-3,1|70,98,143,134,138,96
493|3,-3,1;2,-1,1;0,2,1;1,0,1;0,-3,1;3,-1,1|115,96,125,66,111,100
494|3,-1,1;-2,3,1;1,-4,1;2,-1,1;-3,2,1;2,0,1|118,128,108,70,107,114
495|2,0,1;1,-1,1;-3,3,1;-1,4,1;0,-4,1;2,3,1|90,65,70,135,117,119
496|2,3,1;4,-2,1;2,-4,1;-3,4,1;2,2,1;-2,4,1|112,89,148,104,89,102
497|-2,4,1;-3,-2,1;0,1,1;-1,-2,1;-4,-1,1;-2,-3,1;-3,0,1|70,95,96,112,145,99,72
498|-3,0,1;-2,-2,1;-3,4,1;1,-3,1;2,0,1;-3,-1,1;-1,-2,1|127,63,93,125,91,70,111
499|-1,-2,1;4,-1,1;2,1,1;0,-4,1;2,0,1;-4,-4,1|97,80,87,93,139,127
500|-4,-4,1;0,4,1;1,-2,1;-1,1,1;0,-1,1|135,148,85,87,135
