path_num|points|times
29|-1,0,1;-1,1,1;0,3,1;1,-4,1;-3,1,1;1,3,1|92,142,87,94,80,142
30|1,3,1;-3,-3,1;0,2,1;-1,-2,1;-1,-1,1;-1,0,1|140,90,125,136,96,104
31|-1,0,1;0,1,1;0,-2,1;-1,1,1;0,3,1|133,86,144,95,147
32|0,3,1;0,-5,1;2,-2,1;4,0,1;-5,-2,1;3,0,1|135,116,107,70,105,146
33|3,0,1;4,0,1;-6,-1,1;-5,0,1;-2,-1,1;0,1,1|146,91,100,132,112,108
34|0,1,1;2,-2,1;-3,0,1;2,0,1;-3,0,1;2,-1,1|98,80,111,136,113,136
35|2,-1,1;3,0,1;5,-2,1;6,1,1;-6,-3,1;3,0,1|145,64,82,104,76,114
36|3,0,1;4,0,1;-5,-2,1;3,0,1;5,0,1;7,0,1;-7,-1,1|120,83,79,103,90,129,71
37|-7,-1,1;-6,0,1;-4,-1,1;-1,1,1;1,3,1;-2,-3,1;0,-2,1|93,75,70,68,105,139,105
38|0,-2,1;0,0,1;0,0,1;2,2,1;3,3,1;-4,-3,1|133,63,117,72,133,89
39|-4,-3,1;-2,-1,1;1,0,1;-3,-1,1;-2,0,1;0,0,1;0,1,1|114,116,93,81,116,74,64
40|0,1,1;1,2,1;1,-4,1;3,2,1;-5,3,1;-4,-5,1;-1,2,1|140,100,93,82,67,122,62
41|-1,2,1;0,2,1;-2,4,1;1,6,1;3,-7,1;-4,-4,1;3,-2,1|121,136,72,60,64,104,104
42|3,-2,1;-4,1,1;3,3,1;4,4,1;-5,4,1;3,6,1|67,149,136,72,146,77
43|3,6,1;4,-7,1;6,-6,1;-6,-3,1;5,-1,1;-6,0,1|103,146,86,131,83,94
44|-6,0,1;3,0,1;5,-2,1;-7,1,1;4,1,1;6,2,1|95,136,101,131,122,67
45|6,2,1;-7,4,1;-6,5,1;3,-5,1;3,-4,1;5,-3,1|74,136,84,97,148,116
46|5,-3,1;-5,0,1;-3,2,1;1,4,1;1,6,1;2,-6,1|75,127,107,79,138,124
47|2,-6,1;-4,3,1;-3,3,1;2,-5,1;2,-3,1;-2,-1,1|125,122,95,136,106,88
48|-2,-1,1;-1,0,1;0,1,1;-2,-1,1;1,-1,1;-3,-1,1|108,120,90,119,108,141
49|-3,-1,1;-2,1,1;-1,3,1;1,-3,1;-1,2,1;0,-4,1;2,1,1;3,-1,1|99,93,65,63,89,78,126,86
50|3,-1,1;5,0,1;7,-1,1;-7,-1,1;4,1,1|127,60,131,92,148
51|4,1,1;5,-2,1;7,0,1;-7,2,1;6,3,1;-6,5,1|147,73,65,108,89,148
52|-6,5,1;4,-5,1;-4,2,1;1,3,1;3,-5,1;4,-3,1|104,61,85,139,70,144
53|4,-3,1;-4,0,1;-2,-1,1;-1,-1,1;-1,1,1;0,-2,1|131,109,69,104,140,124
54|0,-2,1;-2,0,1;0,1,1;-2,-2,1;0,-1,1;0,0,1|95,108,117,90,67,114
55|0,0,1;-2,-1,1;0,0,1;-1,1,1;0,2,1|129,84,103,129,149
56|0,2,1;0,4,1;2,-6,1;-3,4,1;1,4,1|144,117,148,128,92
57|1,4,1;3,4,1;4,5,1;-5,7,1;4,-7,1;-5,4,1;-4,5,1|76,79,72,145,78,130,82
58|-4,5,1;2,5,1;2,7,1;-3,7,1;1,7,1;-1,-7,1|93,110,113,101,74,118
59|-1,-7,1;0,-6,1;2,5,1;4,-7,1;-4,-5,1;1,3,1;-1,4,1|103,72,62,69,144,78,68
60|-1,4,1;-1,6,1;0,-7,1;-2,5,1;1,-5,1;-3,4,1;0,6,1|97,124,66,149,84,78,63
61|0,6,1;-2,6,1;-1,6,1;0,7,1;-2,7,1|140,102,139,125,130
62|-2,7,1;0,7,1;0,7,1;0,7,1;0,-7,1;-1,6,1|105,133,73,95,78,112
63|-1,6,1;0,-7,1;-2,-5,1;0,-2,1;2,1,1;3,-1,1|100,132,74,97,130,129
64|3,-1,1;3,0,1;-5,-1,1;3,0,1;5,1,1;-7,-1,1;-5,0,1|74,94,97,125,123,114,61
65|-5,0,1;4,1,1;-5,-2,1;-3,0,1;-2,-1,1;1,1,1|93,89,99,110,82,142
66|1,1,1;1,-3,1;-3,1,1;-2,-3,1;0,-1,1;1,0,1|144,66,118,97,139,94
67|1,0,1;-2,0,1;-1,1,1;0,-1,1;0,1,1;-1,-1,1;1,0,1|127,66,87,89,71,141,76
68|1,0,1;2,1,1;-2,-1,1;0,1,1;0,2,1;0,3,1|68,121,91,140,121,124
69|0,3,1;-2,3,1;0,-3,1;-1,0,1;-1,1,1;0,-1,1|109,107,105,118,115,142
70|0,-1,1;-2,1,1;0,-1,1;-2,0,1;0,0,1;2,-1,1;-3,0,1;0,0,1|71,111,69,75,73,104,61,77
71|0,0,1;2,2,1;-4,3,1;3,-3,1;-3,0,1;-2,2,1;0,2,1|83,122,85,114,76,72,117
72|0,2,1;1,-2,1;-3,0,1;1,0,1;-1,-2,1;-1,1,1|72,124,133,67,136,61
73|-1,1,1;0,3,1;-2,-4,1;0,-2,1;0,0,1;0,0,1|141,83,124,120,73,124
74|0,0,1;2,0,1;4,0,1;5,0,1;6,0,1;7,0,1|146,65,103,137,79,149
75|7,0,1;-7,0,1;4,0,1;-5,-2,1;2,0,1;-2,-1,1|144,66,109,146,79,80
76|-2,-1,1;1,0,1;-1,-1,1;1,0,1;-1,1,1;0,-2,1;2,0,1;-3,0,1|96,63,75,93,68,67,106,106
77|-3,0,1;0,-2,1;2,-1,1;3,0,1;-4,2,1;-3,3,1;0,-5,1|76,96,139,69,70,109,94
78|0,-5,1;-2,4,1;0,4,1;0,-6,1;-1,4,1;-1,-6,1;1,3,1|74,74,111,126,88,129,60
79|1,3,1;1,5,1;2,-7,1;4,6,1;-6,7,1;-3,-7,1|101,123,65,111,123,140
80|-3,-7,1;1,-4,1;-1,3,1;-1,-5,1;0,-4,1;2,1,1|123,70,84,109,83,131
81|2,1,1;4,3,1;-5,4,1;-3,-4,1;0,2,1|69,123,124,143,124
82|0,2,1;2,-2,1;-4,-1,1;-3,0,1;-2,0,1;0,0,1;2,-2,1|95,79,82,118,98,109,62
83|2,-2,1;4,0,1;6,-1,1;-7,0,1;-6,0,1;4,2,1|112,99,117,87,109,100
84|4,2,1;-5,-4,1;-2,-3,1;1,-1,1;2,-1,1;-3,0,1|102,87,131,135,107,99
85|-3,0,1;0,-2,1;-1,0,1;1,1,1;-2,-3,1;-1,1,1;0,3,1|112,74,84,74,86,63,142
86|0,3,1;0,-4,1;0,-1,1;-1,-1,1;-1,0,1;0,0,1;1,0,1|139,63,80,65,147,132,64
87|1,0,1;-2,2,1;0,3,1;2,3,1;-4,3,1;3,-5,1|69,137,99,118,67,147
88|3,-5,1;-3,-2,1;-1,0,1;0,0,1;2,1,1;2,-2,1|124,141,61,67,138,136
89|2,-2,1;-2,0,1;1,2,1;2,4,1;-3,5,1;0,-6,1|111,88,84,121,117,128
90|0,-6,1;0,4,1;-1,5,1;0,-7,1;0,-4,1;0,-1,1|146,83,99,90,147,130
91|0,-1,1;-1,0,1;0,-1,1;-2,0,1;0,2,1;0,2,1|130,105,60,79,111,125
92|0,2,1;0,3,1;0,4,1;0,4,1;2,4,1;-2,4,1|74,131,80,144,105,149
93|-2,4,1;0,6,1;1,7,1;1,-7,1;-2,-4,1;0,-1,1|146,81,149,92,115,81
94|0,-1,1;-1,0,1;0,-1,1;-2,0,1;-1,0,1;0,-2,1;0,1,1|73,77,115,76,99,115,82
95|0,1,1;-2,-1,1;0,1,1;1,-2,1;2,-1,1;4,0,1|124,117,71,64,144,106
96|4,0,1;-6,1,1;4,3,1;-5,-5,1;-2,3,1;0,-3,1;-1,1,1|66,126,74,121,149,75,72
97|-1,1,1;0,1,1;1,-3,1;1,0,1;2,-2,1;-2,-1,1|129,128,110,97,107,103
98|-2,-1,1;0,0,1;-1,0,1;0,-1,1;-1,0,1;0,2,1|128,119,86,62,91,123
99|0,2,1;-1,-4,1;1,-1,1;-1,0,1;-1,1,1;0,3,1|100,105,134,146,131,76
100|0,3,1;0,3,1;-2,4,1;0,4,1;2,5,1;-2,-7,1|108,78,95,141,103,138
101|-2,-7,1;0,6,1;1,6,1;-1,6,1;0,6,1|144,65,133,128,123
102|0,6,1;2,7,1;-2,-7,1;0,-4,1;-1,3,1;1,3,1|118,84,60,115,75,136
103|1,3,1;-1,-3,1;0,1,1;1,3,1;2,-3,1;-4,-1,1;-2,0,1|104,61,70,88,124,67,113
104|-2,0,1;0,-2,1;0,1,1;0,-1,1;1,-1,1;2,0,1|137,111,94,148,67,121
105|2,0,1;-4,-1,1;2,0,1;-3,-2,1;1,0,1;-1,2,1|81,118,109,141,133,91
106|-1,2,1;0,-4,1;-2,-2,1;-1,0,1;0,-2,1;-1,-1,1|127,99,114,63,148,78
107|-1,-1,1;0,-1,1;1,0,1;-1,-2,1;0,-1,1|142,145,124,133,76
108|0,-1,1;0,0,1;-1,0,1;1,0,1;-2,2,1;0,4,1|116,137,99,75,138,122
109|0,4,1;0,6,1;-1,-7,1;-1,-5,1;0,-3,1;-2,0,1|123,133,97,108,113,83
110|-2,0,1;-1,-1,1;0,0,1;1,0,1;-1,2,1;0,3,1|70,100,91,125,97,144
111|0,3,1;2,-5,1;-2,-4,1;0,-3,1;2,0,1;2,0,1;2,2,1|62,80,61,67,91,94,112
112|2,2,1;3,-3,1;-3,0,1;0,-1,1;0,0,1;1,2,1;-1,4,1;0,-5,1|63,70,98,65,85,100,62,109
113|0,-5,1;1,2,1;-1,-4,1;0,3,1;1,4,1;-1,6,1|86,102,96,120,115,79
114|-1,6,1;0,6,1;0,7,1;-2,-7,1;1,-6,1;-3,-5,1;2,-3,1|136,130,74,134,71,62,65
115|2,-3,1;-4,2,1;-1,-4,1;0,3,1;2,-5,1|142,135,141,128,120
116|2,-5,1;3,2,1;3,-2,1;5,0,1;5,-2,1|149,109,137,108,96
117|5,-2,1;-7,0,1;4,0,1;6,1,1;-6,2,1|145,102,99,125,83
118|-6,2,1;4,3,1;5,4,1;-6,-5,1;3,2,1|75,122,127,143,121
119|3,2,1;5,2,1;5,3,1;5,-5,1;-6,2,1;3,-2,1|149,81,106,97,109,90
120|3,-2,1;-5,0,1;-2,1,1;-1,3,1;0,4,1;0,-4,1|86,67,135,133,103,106
121|0,-4,1;0,3,1;0,-5,1;-1,2,1;0,-2,1|66,96,148,147,146
122|0,-2,1;2,0,1;4,0,1;-6,-2,1;5,1,1;-7,-2,1;-4,1,1;-2,-2,1|93,75,63,83,73,71,82,60
123|-2,-2,1;0,0,1;1,-2,1;2,0,1;-3,1,1;-1,3,1|70,92,77,122,132,133
124|-1,3,1;-1,-4,1;0,-2,1;-2,-1,1;0,0,1|105,140,129,145,131
125|0,0,1;-1,0,1;-1,-2,1;0,0,1;-1,1,1;1,3,1;-1,-3,1|126,63,100,97,67,74,105
126|-1,-3,1;0,0,1;-1,-2,1;0,0,1;-2,0,1;0,-2,1;-1,-1,1|64,86,72,104,92,124,143
127|-1,-1,1;0,0,1;0,1,1;1,-3,1;1,0,1;-2,-2,1|61,89,80,80,145,140
128|-2,-2,1;0,0,1;-1,0,1;0,0,1;1,-2,1;-1,0,1|131,145,84,116,71,136
129|-1,0,1;0,-1,1;-2,0,1;0,0,1;0,0,1;-1,2,1|103,144,118,82,94,92
130|-1,2,1;0,4,1;1,6,1;-3,7,1;0,-7,1;0,-5,1|129,85,60,78,114,142
131|0,-5,1;0,4,1;0,-4,1;-2,3,1;0,4,1;0,4,1;-2,-5,1|109,102,94,81,107,67,86
132|-2,-5,1;0,4,1;0,-6,1;-2,4,1;1,-4,1|133,138,131,94,84
133|1,-4,1;-3,-1,1;0,0,1;-2,0,1;-1,0,1;0,0,1;-2,2,1|72,123,126,146,76,93,60
134|-2,2,1;-1,2,1;-1,-2,1;0,0,1;-1,-1,1;1,0,1;-3,1,1|84,106,66,110,122,99,66
135|-3,1,1;-1,3,1;-1,-5,1;-1,4,1;-1,-4,1;0,-3,1;0,0,1|106,94,62,122,89,149,77
136|0,0,1;-2,0,1;0,1,1;-1,-3,1;0,-1,1;0,0,1;0,0,1|117,89,103,60,117,109,85
137|0,0,1;-2,-1,1;0,-1,1;0,-1,1;2,0,1;-3,0,1|106,84,144,142,90,80
138|-3,0,1;-1,0,1;1,-1,1;3,0,1;-3,1,1;0,-3,1;1,0,1|102,71,143,66,86,94,120
139|1,0,1;3,0,1;5,1,1;5,1,1;-5,1,1;3,-3,1|125,110,149,68,66,125
140|3,-3,1;-4,0,1;1,1,1;-3,1,1;0,-1,1;0,1,1|132,116,99,94,115,76
141|0,1,1;-1,-1,1;0,0,1;0,2,1;1,-4,1;-1,3,1;0,-4,1|117,92,67,79,68,112,68
142|0,-4,1;2,3,1;4,3,1;-5,-4,1;-3,-1,1;0,0,1|106,79,145,61,97,131
143|0,0,1;-1,0,1;1,1,1;-2,3,1;0,3,1|69,90,143,145,125
144|0,3,1;2,-4,1;4,-3,1;-5,-1,1;-3,0,1;-1,-2,1|82,114,86,122,141,100
145|-1,-2,1;0,0,1;0,1,1;0,-3,1;-1,2,1;1,-4,1|112,87,103,138,136,107
146|1,-4,1;3,-1,1;-4,0,1;2,0,1;-3,-1,1|134,146,103,129,144
147|-3,-1,1;1,0,1;3,0,1;-4,2,1;2,-4,1;-4,3,1;2,5,1|66,111,104,84,67,140,69
148|2,5,1;2,-7,1;3,-5,1;4,-4,1;-5,1,1;-3,-3,1;-2,-1,1|61,77,144,69,68,130,131
149|-2,-1,1;-1,0,1;0,-1,1;2,0,1;2,2,1;-3,-3,1;1,-1,1|77,96,61,111,124,120,98
150|1,-1,1;-1,0,1;0,-2,1;2,0,1;3,2,1;-3,2,1;1,2,1|91,102,61,76,129,99,125
151|1,2,1;3,-2,1;-4,1,1;-1,2,1;-1,-3,1;1,-2,1;-2,0,1|125,88,136,60,74,116,78
152|-2,0,1;0,0,1;0,0,1;0,0,1;0,-1,1|112,137,137,143,105
153|0,-1,1;0,0,1;0,-1,1;1,0,1;3,1,1;4,-1,1;4,0,1|92,125,93,98,67,105,108
154|4,0,1;6,2,1;6,-3,1;-7,-2,1;5,1,1;-7,-2,1;-4,1,1|141,104,83,70,88,104,83
155|-4,1,1;1,-3,1;-3,0,1;1,0,1;-2,0,1|136,98,91,142,141
156|-2,0,1;0,1,1;2,-3,1;2,1,1;3,1,1;-5,-2,1|139,92,139,123,68,137
157|-5,-2,1;-2,-1,1;0,0,1;0,-2,1;-1,0,1;1,-2,1|138,125,67,136,146,64
158|1,-2,1;3,-1,1;5,-1,1;-6,0,1;-3,-1,1;2,1,1|115,67,131,118,120,132
159|2,1,1;-3,-3,1;2,2,1;2,-2,1;-3,0,1;0,0,1|65,144,135,133,108,94
160|0,0,1;-2,0,1;1,2,1;-1,-4,1;0,-2,1;1,-1,1|75,123,89,129,112,124
161|1,-1,1;-2,0,1;0,0,1;2,0,1;-2,2,1;0,2,1|100,65,145,119,140,74
162|0,2,1;1,2,1;-2,3,1;0,5,1;0,-6,1|113,133,127,134,147
163|0,-6,1;0,-5,1;-2,-4,1;1,-2,1;2,1,1;-4,1,1|111,128,111,118,141,62
164|-4,1,1;-3,-3,1;1,1,1;-3,-2,1;0,1,1;2,2,1;-2,-2,1|117,88,68,78,113,138,65
165|-2,-2,1;0,0,1;-1,-2,1;0,0,1;0,0,1;1,1,1;3,1,1|76,93,102,72,71,115,104
166|3,1,1;-4,-2,1;-2,-1,1;-1,0,1;0,1,1;-2,-2,1;0,0,1|83,120,88,95,88,90,123
167|0,0,1;1,-2,1;2,0,1;-2,-1,1;0,0,1;-1,1,1;-1,1,1|75,87,64,93,110,80,147
168|-1,1,1;-1,-1,1;0,1,1;-2,2,1;0,2,1;1,-3,1|73,113,61,114,118,123
169|1,-3,1;-2,-1,1;0,0,1;0,0,1;-2,0,1;0,-1,1;-2,0,1|123,78,80,69,119,93,102
170|-2,0,1;0,-1,1;1,0,1;-3,-1,1;0,0,1;0,2,1|102,95,85,128,122,79
171|0,2,1;2,2,1;3,3,1;3,-5,1;5,4,1;-6,-5,1;5,4,1|113,83,70,96,92,122,116
172|5,4,1;-5,4,1;3,6,1;5,-7,1;5,4,1;6,6,1|79,110,111,87,125,126
173|6,6,1;7,7,1;7,7,1;-7,-7,1;-6,6,1;3,7,1;5,7,1|87,88,128,68,99,79,98
174|5,7,1;6,7,1;-6,-7,1;-4,5,1;-2,-5,1;0,-4,1|137,99,141,89,124,101
175|0,-4,1;0,-3,1;-2,1,1;0,3,1;-1,-5,1;0,-4,1|128,92,65,141,65,116
176|0,-4,1;2,-2,1;2,0,1;-3,-2,1;1,1,1;-2,-1,1|71,92,123,95,109,143
177|-2,-1,1;0,1,1;-1,-2,1;0,1,1;1,-3,1;2,2,1;4,4,1|111,62,94,76,84,110,112
178|4,4,1;-4,-4,1;1,2,1;-2,-3,1;0,0,1;-1,0,1|90,133,136,122,84,79
179|-1,0,1;0,0,1;0,0,1;1,2,1;-2,-4,1;0,-1,1|120,126,67,85,112,62
180|0,-1,1;0,1,1;1,-2,1;-1,0,1;0,-1,1;0,0,1;1,-2,1|121,123,97,62,105,99,84
181|1,-2,1;-2,1,1;-1,-3,1;1,-2,1;2,-1,1;-4,0,1;-1,0,1|83,86,89,131,83,96,105
182|-1,0,1;0,2,1;0,4,1;2,6,1;3,6,1|139,130,64,141,144
183|3,6,1;4,7,1;6,7,1;6,7,1;7,-7,1;7,4,1|61,124,122,107,78,138
184|7,4,1;7,-5,1;-7,4,1;6,-5,1;-7,4,1;-5,6,1;2,-6,1|62,141,105,65,65,122,100
185|2,-6,1;3,-5,1;3,-3,1;-5,-1,1;-3,-1,1;2,1,1|136,82,134,124,135,83
186|2,1,1;-3,-1,1;-1,1,1;0,2,1;1,2,1;2,4,1;-3,4,1;-1,6,1|65,66,145,71,62,81,69,112
187|-1,6,1;0,7,1;0,7,1;2,7,1;-3,7,1|114,131,102,121,134
188|-3,7,1;0,-7,1;0,6,1;0,-6,1;0,-3,1|139,144,67,144,141
189|0,-3,1;1,1,1;-1,-2,1;1,0,1;-1,-1,1|87,131,144,142,108
190|-1,-1,1;0,0,1;2,0,1;-4,0,1;-1,-2,1;0,0,1|106,132,103,114,112,81
191|0,0,1;1,-1,1;-2,0,1;0,-2,1;0,0,1;0,1,1|94,145,81,60,146,104
192|0,1,1;-2,-1,1;0,0,1;1,0,1;-2,2,1;0,-2,1;0,0,1|80,90,69,128,74,105,144
193|0,0,1;1,0,1;-1,0,1;0,0,1;0,0,1;0,1,1;-2,1,1|101,91,127,70,129,88,82
194|-2,1,1;0,3,1;-1,5,1;1,7,1;-3,-7,1;0,-6,1;-1,-3,1|109,90,85,88,98,81,89
195|-1,-3,1;0,0,1;2,-2,1;-4,0,1;2,-1,1;-4,-1,1|143,115,67,62,85,136
196|-4,-1,1;-3,0,1;1,2,1;3,-3,1;-3,-1,1|109,135,148,138,90
197|-3,-1,1;0,0,1;1,2,1;-1,4,1;1,-4,1;3,2,1|99,110,116,134,89,64
198|3,2,1;-4,-2,1;2,1,1;-3,-3,1;2,0,1;-2,1,1;0,-1,1|60,100,65,130,103,65,90
199|0,-1,1;2,1,1;-2,1,1;0,1,1;1,-3,1;-1,0,1;0,1,1|94,70,128,84,60,79,127
200|0,1,1;0,-1,1;2,0,1;-2,2,1;0,-3,1;2,0,1;2,0,1|67,95,92,101,135,77,69
201|2,0,1;3,0,1;5,1,1;6,1,1;7,1,1;7,3,1|131,105,123,99,73,95
202|7,3,1;-7,5,1;-5,-5,1;4,-3,1;-6,0,1;4,1,1|60,132,80,149,134,134
203|4,1,1;-6,1,1;5,3,1;5,-4,1;7,3,1;7,5,1;7,-7,1;7,-4,1|72,88,80,116,76,105,60,101
204|7,-4,1;-7,3,1;-4,4,1;-3,-5,1;0,2,1;-1,2,1|74,140,86,141,76,99
205|-1,2,1;0,3,1;1,-4,1;-3,1,1;0,1,1;0,-1,1|69,129,64,93,73,132
206|0,-1,1;0,0,1;-1,0,1;0,1,1;2,1,1;4,3,1|75,79,129,127,80,113
207|4,3,1;4,-5,1;-6,4,1;5,5,1;6,7,1;7,7,1;7,7,1|115,101,75,63,122,87,97
208|7,7,1;-7,-7,1;-5,-4,1;-4,-3,1;1,1,1;3,2,1|129,119,94,140,75,129
209|3,2,1;4,-3,1;-6,0,1;5,-1,1;-7,0,1;6,0,1;-6,2,1|92,83,108,118,103,62,118
210|-6,2,1;5,-3,1;-7,-1,1;-4,-1,1;-2,1,1;-1,-1,1;1,0,1|88,64,76,64,137,98,129
211|1,0,1;-3,-2,1;-2,0,1;1,1,1;2,3,1;4,-5,1|109,145,112,112,92,90
212|4,-5,1;6,4,1;6,5,1;7,5,1;7,7,1;-7,-7,1;5,4,1|77,134,65,64,103,110,114
213|5,4,1;-6,4,1;-3,6,1;0,-7,1;1,6,1;3,7,1;-3,7,1;-2,-7,1|61,80,91,97,66,63,102,109
214|-2,-7,1;1,6,1;-3,-7,1;-2,-4,1;0,-1,1|143,85,128,127,84
215|0,-1,1;2,0,1;3,2,1;5,-2,1;5,-1,1;-5,-1,1|89,114,79,92,149,123
216|-5,-1,1;3,-1,1;-5,0,1;-2,-2,1;1,0,1;-3,1,1|73,78,142,111,123,110
217|-3,1,1;-1,2,1;0,-3,1;-2,-2,1;0,0,1;0,-1,1|129,137,93,80,114,138
218|0,-1,1;-1,0,1;0,0,1;1,0,1;2,1,1;3,3,1|116,95,131,113,133,60
219|3,3,1;3,4,1;5,-6,1;-6,-5,1;-3,2,1;-1,-3,1|123,72,82,112,145,66
220|-1,-3,1;0,2,1;-2,-2,1;0,-1,1;2,0,1;4,1,1;-4,2,1|124,62,60,63,111,97,136
221|-4,2,1;3,-2,1;-5,-1,1;2,0,1;2,0,1|136,138,130,120,144
222|2,0,1;-2,-1,1;-1,0,1;-1,0,1;0,1,1;2,-3,1|139,105,96,100,95,77
223|2,-3,1;-3,2,1;0,4,1;1,-5,1;1,3,1;2,4,1|138,109,115,70,93,106
224|2,4,1;-3,6,1;-2,-6,1;0,-3,1;0,-1,1;-1,-1,1|138,111,80,110,99,148
225|-1,-1,1;0,0,1;1,0,1;-3,2,1;-1,-2,1;0,0,1;0,0,1|88,144,93,67,105,73,69
226|0,0,1;-2,-2,1;0,1,1;0,2,1;1,2,1;1,2,1;-3,4,1|101,126,92,109,99,60,69
227|-3,4,1;-1,6,1;0,7,1;2,-7,1;4,-6,1|103,75,140,116,137
228|4,-6,1;-4,3,1;3,3,1;4,-3,1;-4,-1,1;1,1,1;-1,-1,1|111,89,108,75,102,80,65
229|-1,-1,1;0,0,1;1,-1,1;-3,0,1;-1,2,1;-1,-4,1|104,128,113,136,110,82
230|-1,-4,1;1,-2,1;1,0,1;-1,0,1;0,-2,1|99,142,112,105,149
231|0,-2,1;-2,0,1;1,0,1;2,-2,1;-3,0,1;0,-1,1|91,86,103,91,125,142
232|0,-1,1;1,0,1;1,1,1;-1,-3,1;1,0,1;3,-2,1;3,0,1;4,1,1|105,67,63,80,85,102,85,62
233|4,1,1;-5,2,1;4,-2,1;-6,-1,1;5,0,1;-7,-2,1|126,73,84,138,123,134
234|-7,-2,1;6,0,1;6,0,1;7,-2,1;-7,-1,1;-4,-1,1|127,142,95,114,101,62
235|-4,-1,1;-1,0,1;0,2,1;-1,-2,1;0,0,1;0,-2,1;0,0,1|105,81,140,67,86,104,61
236|0,0,1;0,1,1;-2,1,1;0,1,1;1,-1,1;-1,0,1|74,62,120,135,132,142
237|-1,0,1;0,1,1;0,-3,1;-2,0,1;0,-2,1|125,134,127,124,76
238|0,-2,1;1,0,1;1,-2,1;-3,-1,1;0,1,1;-1,-3,1;0,-2,1|131,68,82,96,95,101,90
239|0,-2,1;2,0,1;3,-1,1;4,0,1;4,-2,1;5,1,1|69,77,93,120,148,125
240|5,1,1;5,-3,1;-6,0,1;-3,0,1;0,-1,1;-1,0,1|105,120,127,138,68,116
241|-1,0,1;1,-1,1;-3,0,1;-2,-2,1;0,0,1;2,1,1|115,121,135,90,141,65
242|2,1,1;-2,-2,1;1,1,1;2,-3,1;-4,2,1;3,4,1;4,-4,1|68,104,94,90,93,77,147
243|4,-4,1;-6,2,1;5,3,1;-6,4,1;-3,6,1;0,7,1;0,7,1;0,-7,1|71,76,61,83,66,97,131,81
244|0,-7,1;-1,-6,1;-1,4,1;-1,-5,1;0,2,1|141,75,138,139,131
245|0,2,1;0,-3,1;-2,2,1;-1,-3,1;0,2,1;1,-3,1;-3,-1,1|80,70,117,82,105,81,130
246|-3,-1,1;-1,1,1;0,-3,1;-1,0,1;0,0,1;1,2,1;2,3,1|80,74,62,143,65,129,145
